iter	MultiClass
3057	1.069694965
3058	1.069690041
3059	1.069683414
3060	1.06967314
3061	1.069663843
3062	1.069654041
3063	1.069648543
3064	1.069648378
3065	1.069636717
3066	1.069635211
3067	1.069630645
3068	1.06962574
3069	1.069622525
3070	1.069610276
3071	1.069605957
3072	1.069600692
3073	1.069593018
3074	1.06958708
3075	1.069584475
3076	1.069578235
3077	1.069572728
3078	1.069569344
3079	1.069561763
3080	1.069556186
3081	1.069551013
3082	1.069545003
3083	1.069538415
3084	1.069532266
3085	1.069528586
3086	1.06952531
3087	1.069523926
3088	1.069523821
3089	1.069518818
3090	1.069513228
3091	1.069507344
3092	1.069503705
3093	1.069498955
3094	1.069493716
3095	1.069489729
3096	1.069487238
3097	1.069483732
3098	1.069482414
3099	1.06947721
3100	1.069475983
3101	1.069472549
3102	1.069471766
3103	1.069464247
3104	1.069460141
3105	1.069458282
3106	1.069450023
3107	1.069444839
3108	1.069437447
3109	1.069433864
3110	1.06942562
3111	1.069416424
3112	1.069407574
3113	1.069401975
3114	1.069396531
3115	1.069392121
3116	1.069390707
3117	1.06938051
3118	1.069376245
3119	1.069369778
3120	1.069357575
3121	1.06934977
3122	1.069344728
3123	1.069337302
3124	1.069333914
3125	1.069327154
3126	1.069324103
3127	1.069316934
3128	1.069311538
3129	1.06929985
3130	1.069296147
3131	1.069286333
3132	1.069280761
3133	1.069275407
3134	1.069266173
3135	1.069257455
3136	1.069248802
3137	1.069246651
3138	1.069238778
3139	1.069235203
3140	1.069228434
3141	1.069222972
3142	1.069219699
3143	1.069212727
3144	1.06920777
3145	1.069198948
3146	1.069194442
3147	1.069193988
3148	1.069191204
3149	1.069189405
3150	1.069180952
3151	1.069179579
3152	1.069172172
3153	1.069163105
3154	1.069161655
3155	1.06915652
3156	1.069148874
3157	1.069141394
3158	1.069141147
3159	1.069135562
3160	1.069132451
3161	1.069126781
3162	1.069122199
3163	1.069120977
3164	1.069115594
3165	1.069110236
3166	1.069109506
3167	1.069105499
3168	1.069105383
3169	1.069104097
3170	1.069102056
3171	1.069095232
3172	1.069090246
3173	1.069081431
3174	1.069074528
3175	1.069068267
3176	1.069064289
3177	1.069061514
3178	1.069057847
3179	1.069056972
3180	1.069054799
3181	1.069054272
3182	1.069052157
3183	1.069040393
3184	1.069036865
3185	1.0690323
3186	1.069029441
3187	1.069028788
3188	1.069022465
3189	1.069017642
3190	1.069010044
3191	1.069003171
3192	1.068997289
3193	1.068988282
3194	1.068983144
3195	1.068972439
3196	1.068964489
3197	1.068956914
3198	1.068954984
3199	1.06894892
3200	1.068943009
3201	1.068938431
3202	1.068937913
3203	1.068937441
3204	1.068934304
3205	1.068928939
3206	1.068922947
3207	1.068922586
3208	1.068919765
3209	1.068914077
3210	1.068907549
3211	1.068903316
3212	1.068900875
3213	1.068895823
3214	1.068888395
3215	1.06887802
3216	1.068877463
3217	1.068876498
3218	1.068862875
3219	1.068858403
3220	1.068851425
3221	1.068847031
3222	1.068842348
3223	1.06883496
3224	1.068832869
3225	1.068822644
3226	1.068818978
3227	1.068817204
3228	1.068815817
3229	1.068802601
3230	1.068798138
3231	1.06879493
3232	1.068786152
3233	1.068779373
3234	1.068773572
3235	1.068765368
3236	1.068757815
3237	1.068752531
3238	1.068751983
3239	1.068749594
3240	1.068743765
3241	1.068743021
3242	1.06873372
3243	1.068727551
3244	1.068723834
3245	1.068719056
3246	1.068712029
3247	1.068705044
3248	1.068698256
3249	1.068695363
3250	1.068688406
3251	1.068683392
3252	1.068678728
3253	1.068675417
3254	1.068672939
3255	1.0686652
3256	1.068661987
3257	1.068657229
3258	1.068648617
3259	1.068643192
3260	1.068637711
3261	1.068632919
3262	1.06863062
3263	1.068629584
3264	1.068623132
3265	1.068614534
3266	1.068614099
3267	1.068613428
3268	1.068611215
3269	1.068606441
3270	1.06860231
3271	1.068598379
3272	1.068595648
3273	1.068595283
3274	1.06858864
3275	1.068581804
3276	1.068575893
3277	1.068567599
3278	1.068563129
3279	1.068555682
3280	1.068554441
3281	1.068552098
3282	1.068546435
3283	1.068536971
3284	1.068533205
3285	1.068528121
3286	1.068524427
3287	1.068514871
3288	1.068510669
3289	1.068504115
3290	1.068499161
3291	1.068496407
3292	1.06849037
3293	1.068480361
3294	1.068477814
3295	1.06847247
3296	1.068469652
3297	1.068463867
3298	1.068458581
3299	1.068454499
3300	1.068446752
3301	1.068438446
3302	1.068434288
3303	1.068429526
3304	1.068424608
3305	1.068423284
3306	1.068418328
3307	1.068411149
3308	1.068405302
3309	1.068402933
3310	1.068396317
3311	1.068396091
3312	1.068393107
3313	1.068388735
3314	1.068384833
3315	1.068378989
3316	1.068375373
3317	1.0683684
3318	1.068364745
3319	1.068357285
3320	1.068345759
3321	1.068341118
3322	1.068336759
3323	1.068330091
3324	1.068323137
3325	1.068314305
3326	1.068305403
3327	1.068296358
3328	1.068292772
3329	1.068283488
3330	1.068278638
3331	1.068269759
3332	1.06826871
3333	1.068264773
3334	1.068259253
3335	1.068250668
3336	1.068249599
3337	1.068241395
3338	1.0682355
3339	1.068229767
3340	1.068224408
3341	1.068216926
3342	1.068210987
3343	1.068210075
3344	1.068206171
3345	1.068201099
3346	1.068193246
3347	1.068181553
3348	1.068180188
3349	1.068178873
3350	1.068166995
3351	1.068159567
3352	1.068151554
3353	1.068142661
3354	1.068136083
3355	1.068130888
3356	1.068127441
3357	1.06812483
3358	1.068115927
3359	1.068109277
3360	1.068102686
3361	1.068095323
3362	1.068092966
3363	1.068089045
3364	1.068085702
3365	1.068079115
3366	1.068075752
3367	1.068075172
3368	1.068067496
3369	1.06806448
3370	1.068057139
3371	1.068050215
3372	1.06804649
3373	1.06804137
3374	1.068034521
3375	1.068028153
3376	1.068023312
3377	1.068018197
3378	1.068009777
3379	1.068000567
3380	1.0679903
3381	1.067979982
3382	1.067969652
3383	1.067965845
3384	1.067959036
3385	1.067952662
3386	1.067944234
3387	1.067938826
3388	1.067937341
3389	1.067930163
3390	1.067924488
3391	1.067918607
3392	1.067916977
3393	1.067909785
3394	1.067909156
3395	1.06790817
3396	1.067901357
3397	1.067900682
3398	1.067899107
3399	1.067897123
3400	1.067890804
3401	1.067885644
3402	1.067878702
3403	1.067877914
3404	1.067876258
3405	1.067871784
3406	1.067868607
3407	1.067861542
3408	1.067856447
3409	1.067855746
3410	1.067845804
3411	1.067836202
3412	1.067832154
3413	1.067829705
3414	1.067826164
3415	1.067820366
3416	1.067818661
3417	1.067815732
3418	1.067807957
3419	1.067803846
3420	1.067802267
3421	1.067801935
3422	1.067795226
3423	1.067787483
3424	1.067779881
3425	1.067773658
3426	1.067769026
3427	1.067765464
3428	1.067759641
3429	1.067757939
3430	1.06775473
3431	1.067744315
3432	1.067735343
3433	1.067724873
3434	1.067719038
3435	1.067718347
3436	1.067711803
3437	1.067706116
3438	1.067705323
3439	1.067697413
3440	1.067697138
3441	1.067687367
3442	1.067685961
3443	1.067680178
3444	1.067676317
3445	1.067665642
3446	1.067660703
3447	1.067654927
3448	1.067652729
3449	1.067648478
3450	1.067642019
3451	1.06764162
3452	1.067637543
3453	1.067629062
3454	1.067627175
3455	1.067619751
3456	1.067614296
3457	1.067611352
3458	1.067600355
3459	1.067597098
3460	1.06758838
3461	1.067582675
3462	1.067574273
3463	1.067570158
3464	1.067564186
3465	1.06755973
3466	1.067554566
3467	1.067545638
3468	1.067544049
3469	1.067540375
3470	1.067536744
3471	1.067531521
3472	1.067526305
3473	1.06752492
3474	1.067524118
3475	1.067510814
3476	1.067507386
3477	1.067502553
3478	1.06749903
3479	1.067491093
3480	1.06748434
3481	1.067481934
3482	1.067474806
3483	1.067470768
3484	1.06746921
3485	1.067467088
3486	1.067461684
3487	1.067458873
3488	1.067456423
3489	1.067454465
3490	1.067448937
3491	1.067444445
3492	1.067432491
3493	1.067426967
3494	1.067426843
3495	1.067420319
3496	1.067415223
3497	1.067407922
3498	1.067403916
3499	1.067391608
3500	1.06739057
3501	1.067387011
3502	1.067378405
3503	1.067370125
3504	1.067365696
3505	1.067362724
3506	1.067356816
3507	1.067349057
3508	1.067345072
3509	1.067338465
3510	1.067332624
3511	1.06732191
3512	1.067308667
3513	1.067308331
3514	1.067306749
3515	1.0672983
3516	1.067293157
3517	1.067290153
3518	1.067287335
3519	1.067283887
3520	1.067277171
3521	1.067267163
3522	1.06726042
3523	1.067253677
3524	1.067248529
3525	1.067241047
3526	1.067234056
3527	1.06722336
3528	1.067222747
3529	1.067215754
3530	1.067205512
3531	1.067197921
3532	1.067194597
3533	1.067187989
3534	1.067176936
3535	1.067165808
3536	1.067159529
3537	1.067158243
3538	1.067155979
3539	1.067146461
3540	1.067140654
3541	1.067129938
3542	1.067125622
3543	1.067125438
3544	1.067119871
3545	1.067119042
3546	1.067118804
3547	1.067114418
3548	1.067111516
3549	1.067106075
3550	1.067095809
3551	1.067089594
3552	1.067084118
3553	1.067074926
3554	1.06707175
3555	1.067062192
3556	1.067054266
3557	1.067052418
3558	1.067048184
3559	1.067040416
3560	1.067033127
3561	1.067031448
3562	1.067029632
3563	1.06702364
3564	1.067020706
3565	1.067018784
3566	1.067012864
3567	1.067007463
3568	1.06700387
3569	1.066996114
3570	1.066995971
3571	1.066993321
3572	1.066990034
3573	1.066985973
3574	1.066983936
3575	1.066982501
3576	1.066972898
3577	1.06697051
3578	1.066964879
3579	1.066956122
3580	1.066942535
3581	1.066939663
3582	1.06693227
3583	1.06692973
3584	1.06692039
3585	1.066919514
3586	1.066916182
3587	1.066915818
3588	1.066908812
3589	1.066902256
3590	1.066897197
3591	1.066892337
3592	1.066887085
3593	1.066880335
3594	1.066878514
3595	1.066873313
3596	1.066867851
3597	1.066867192
3598	1.066859531
3599	1.066854263
3600	1.06685181
3601	1.066841016
3602	1.066832127
3603	1.066826354
3604	1.066822145
3605	1.066815097
3606	1.06681295
3607	1.06680911
3608	1.066804973
3609	1.06679866
3610	1.066794884
3611	1.066794483
3612	1.066785663
3613	1.066780594
3614	1.066776718
3615	1.066767941
3616	1.06676667
3617	1.066760121
3618	1.066758574
3619	1.066751552
3620	1.066748108
3621	1.066741768
3622	1.066735249
3623	1.066731641
3624	1.06672742
3625	1.066723403
3626	1.06672242
3627	1.066716472
3628	1.066711441
3629	1.06670364
3630	1.066699569
3631	1.066690999
3632	1.066688025
3633	1.066682763
3634	1.06667649
3635	1.066675979
3636	1.06667036
3637	1.066663411
3638	1.066662367
3639	1.066662269
3640	1.066654843
3641	1.066652216
3642	1.066648414
3643	1.066647014
3644	1.066641133
3645	1.066637687
3646	1.06662781
3647	1.066623093
3648	1.066616577
3649	1.066611944
3650	1.066610925
3651	1.066601468
3652	1.066598313
3653	1.066593519
3654	1.066592916
3655	1.066586868
3656	1.06658563
3657	1.066583672
3658	1.066578448
3659	1.066574323
3660	1.066564376
3661	1.066563658
3662	1.066556433
3663	1.066547978
3664	1.066528446
3665	1.066521837
3666	1.066515689
3667	1.066505185
3668	1.066497341
3669	1.066490617
3670	1.06648214
3671	1.066476845
3672	1.066469081
3673	1.066462718
3674	1.066458413
3675	1.066457111
3676	1.066452463
3677	1.066451248
3678	1.066440264
3679	1.066436068
3680	1.066430415
3681	1.066428036
3682	1.066421043
3683	1.066420571
3684	1.066407986
3685	1.066404388
3686	1.066401184
3687	1.066392682
3688	1.066387687
3689	1.066381066
3690	1.066369051
3691	1.066363315
3692	1.06635892
3693	1.066358502
3694	1.066352025
3695	1.066349948
3696	1.066345898
3697	1.066343801
3698	1.066338376
3699	1.066328358
3700	1.06632666
3701	1.066319908
3702	1.066316718
3703	1.06630373
3704	1.066297554
3705	1.066289603
3706	1.066285225
3707	1.066283651
3708	1.06628052
3709	1.066277471
3710	1.066272307
3711	1.066271004
3712	1.066268238
3713	1.066262262
3714	1.066257631
3715	1.06625354
3716	1.066251155
3717	1.066239634
3718	1.066239015
3719	1.066230865
3720	1.066224229
3721	1.066220974
3722	1.066218558
3723	1.066212672
3724	1.066211835
3725	1.066206287
3726	1.066195396
3727	1.066183024
3728	1.066176424
3729	1.066172629
3730	1.066171053
3731	1.066167224
3732	1.066164731
3733	1.066163357
3734	1.066153723
3735	1.066148161
3736	1.066144822
3737	1.066138551
3738	1.066133017
3739	1.066125701
3740	1.066123065
3741	1.066116469
3742	1.066103956
3743	1.0660988
3744	1.066094134
3745	1.066090284
3746	1.066083434
3747	1.066076789
3748	1.066075963
3749	1.066070976
3750	1.066061769
3751	1.066060241
3752	1.06605249
3753	1.066046607
3754	1.066038755
3755	1.066036143
3756	1.066030501
3757	1.066025015
3758	1.066019526
3759	1.066014874
3760	1.066010316
3761	1.066001968
3762	1.065997336
3763	1.065993095
3764	1.065990591
3765	1.065985767
3766	1.065976475
3767	1.06597247
3768	1.065969274
3769	1.065964248
3770	1.06595621
3771	1.065950496
3772	1.065948901
3773	1.065940425
3774	1.06593679
3775	1.06592706
3776	1.06592131
3777	1.065915597
3778	1.06591272
3779	1.06591007
3780	1.065902164
3781	1.065895236
3782	1.065892035
3783	1.065885417
3784	1.065882356
3785	1.065876994
3786	1.065871458
3787	1.065867237
3788	1.065856901
3789	1.065856675
3790	1.065850806
3791	1.06584419
3792	1.06584327
3793	1.065842444
3794	1.06583967
3795	1.065830595
3796	1.065830097
3797	1.065827006
3798	1.06582418
3799	1.065817646
3800	1.065812716
3801	1.065812262
3802	1.065808224
3803	1.065805489
3804	1.065801021
3805	1.065791109
3806	1.065781958
3807	1.065777473
3808	1.065777037
3809	1.065772116
3810	1.065771159
3811	1.065758966
3812	1.065753789
3813	1.065750963
3814	1.065750827
3815	1.06574478
3816	1.065744211
3817	1.065743431
3818	1.065737506
3819	1.065736797
3820	1.065732387
3821	1.065731279
3822	1.065730777
3823	1.065721403
3824	1.065720269
3825	1.065714206
3826	1.065707703
3827	1.065707295
3828	1.065704826
3829	1.065702115
3830	1.065701464
3831	1.06569999
3832	1.065691712
3833	1.065689737
3834	1.065686751
3835	1.065678794
3836	1.065678063
3837	1.065670524
3838	1.065663019
3839	1.065658821
3840	1.065656039
3841	1.065654663
3842	1.065648544
3843	1.06564276
3844	1.065642422
3845	1.065637096
3846	1.065632779
3847	1.065627835
3848	1.065620835
3849	1.065611092
3850	1.065604313
3851	1.065598882
3852	1.065594567
3853	1.065589465
3854	1.065584194
3855	1.06557938
3856	1.065570111
3857	1.065561853
3858	1.065560229
3859	1.065555362
3860	1.065552301
3861	1.065545478
3862	1.065545023
3863	1.065536003
3864	1.065529577
3865	1.065526275
3866	1.06552087
3867	1.065507667
3868	1.065500865
3869	1.065495591
3870	1.065493713
3871	1.065490605
3872	1.065487582
3873	1.065485537
3874	1.065484032
3875	1.065475338
3876	1.065471511
3877	1.0654656
3878	1.065460856
3879	1.065459429
3880	1.065456179
3881	1.065443876
3882	1.065440574
3883	1.065433229
3884	1.065429738
3885	1.065425069
3886	1.065422637
3887	1.065419471
3888	1.06541892
3889	1.065418394
3890	1.065416809
3891	1.065411878
3892	1.065407031
3893	1.06540096
3894	1.065400056
3895	1.06539344
3896	1.065384925
3897	1.065377445
3898	1.065372214
3899	1.065368092
3900	1.065366633
3901	1.065359415
3902	1.065349357
3903	1.065347786
3904	1.065342146
3905	1.065341624
3906	1.065333325
3907	1.065331214
3908	1.06532164
3909	1.065313398
3910	1.065312497
3911	1.065301763
3912	1.065297182
3913	1.065289837
3914	1.065284288
3915	1.06527376
3916	1.065269351
3917	1.065261236
3918	1.065259204
3919	1.065254385
3920	1.065250152
3921	1.065245398
3922	1.065234399
3923	1.065229166
3924	1.065223456
3925	1.065214812
3926	1.065210708
3927	1.065203472
3928	1.06519833
3929	1.065193588
3930	1.065186597
3931	1.065177626
3932	1.065170199
3933	1.065169582
3934	1.065163188
3935	1.065160963
3936	1.065157101
3937	1.065156139
3938	1.065151865
3939	1.065142392
3940	1.065130322
3941	1.065124277
3942	1.065120282
3943	1.065115305
3944	1.065111733
3945	1.065103227
3946	1.065101068
3947	1.065100672
3948	1.065093804
3949	1.065089564
3950	1.065081975
3951	1.065074184
3952	1.065061013
3953	1.065059071
3954	1.065048231
3955	1.06503877
3956	1.065031906
3957	1.065028297
3958	1.065023842
3959	1.065013102
3960	1.065007227
3961	1.065000073
3962	1.064998215
3963	1.064991134
3964	1.064982795
3965	1.064974261
3966	1.06496717
3967	1.064962797
3968	1.064960963
3969	1.064951735
3970	1.064949254
3971	1.064944621
3972	1.064938264
3973	1.064929082
3974	1.064920547
3975	1.064911132
3976	1.064905301
3977	1.064898801
3978	1.064896915
3979	1.064895215
3980	1.064892875
3981	1.064887231
3982	1.064880784
3983	1.064876023
3984	1.064868345
3985	1.064859842
3986	1.064859577
3987	1.064856554
3988	1.064854982
3989	1.064847753
3990	1.064842783
3991	1.064837613
3992	1.064832125
3993	1.064826278
3994	1.064823873
3995	1.064816992
3996	1.064811626
3997	1.064801825
3998	1.06479843
3999	1.064791304
4000	1.064782398
4001	1.064775461
4002	1.064768323
4003	1.064763151
4004	1.064761218
4005	1.064758385
4006	1.064756028
4007	1.064746547
4008	1.064742692
4009	1.06473484
4010	1.064731126
4011	1.064727088
4012	1.064716819
4013	1.06471002
4014	1.064702506
4015	1.064695766
4016	1.064692175
4017	1.064690733
4018	1.064690107
4019	1.064684159
4020	1.064680801
4021	1.064670956
4022	1.064666474
4023	1.064660257
4024	1.064654531
4025	1.064646515
4026	1.064643906
4027	1.064640501
4028	1.064635872
4029	1.064629498
4030	1.064625857
4031	1.064623586
4032	1.064618426
4033	1.064614543
4034	1.064604979
4035	1.064604677
4036	1.064603601
4037	1.064596719
4038	1.064593751
4039	1.064588291
4040	1.064586828
4041	1.064577791
4042	1.06456696
4043	1.064563412
4044	1.064559631
4045	1.064555809
4046	1.064545366
4047	1.064539139
4048	1.06453167
4049	1.064531309
4050	1.064525708
4051	1.064516274
4052	1.064515542
4053	1.064512236
4054	1.064503145
4055	1.064493056
4056	1.064492178
4057	1.064482997
4058	1.06448167
4059	1.064475243
4060	1.064474461
4061	1.064473714
4062	1.064468759
4063	1.064465089
4064	1.064457966
4065	1.064455225
4066	1.064449342
4067	1.064444849
4068	1.064443445
4069	1.064438123
4070	1.064430872
4071	1.064425146
4072	1.064419988
4073	1.064419762
4074	1.064412078
4075	1.064407811
4076	1.064396693
4077	1.064384406
4078	1.064382853
4079	1.064379306
4080	1.064378969
4081	1.064374426
4082	1.064371428
4083	1.064364506
4084	1.06436383
4085	1.064356924
4086	1.064348839
4087	1.064345999
4088	1.064343498
4089	1.064337575
4090	1.064335087
4091	1.064334114
4092	1.064331385
4093	1.064326361
4094	1.064321714
4095	1.064315934
4096	1.064311481
4097	1.064305216
4098	1.064302728
4099	1.064299954
4100	1.064298448
4101	1.064292809
4102	1.064282656
4103	1.064277719
4104	1.064272919
4105	1.064270414
4106	1.06425875
4107	1.06425811
4108	1.064251015
4109	1.064245121
4110	1.064240648
4111	1.064236974
4112	1.064233398
4113	1.064228202
4114	1.064218346
4115	1.064215719
4116	1.064208776
4117	1.064202129
4118	1.064192361
4119	1.064188942
4120	1.064179193
4121	1.064170025
4122	1.064163019
4123	1.064159587
4124	1.064149459
4125	1.064146376
4126	1.064136898
4127	1.064131112
4128	1.064122621
4129	1.064116863
4130	1.064111785
4131	1.06410588
4132	1.064100246
4133	1.064095036
4134	1.064093189
4135	1.064086093
4136	1.064082096
4137	1.064081551
4138	1.064068788
4139	1.064063408
4140	1.064058069
4141	1.064055349
4142	1.064048754
4143	1.064048574
4144	1.064036372
4145	1.06403421
4146	1.064020116
4147	1.064015603
4148	1.064012159
4149	1.064007646
4150	1.064000627
4151	1.063993736
4152	1.063993138
4153	1.063988032
4154	1.063981402
4155	1.063979279
4156	1.063975649
4157	1.063966478
4158	1.063956195
4159	1.063949211
4160	1.063944875
4161	1.063942186
4162	1.063936003
4163	1.063934365
4164	1.063925715
4165	1.063918096
4166	1.063910597
4167	1.063908016
4168	1.063907729
4169	1.063903164
4170	1.063896376
4171	1.063885364
4172	1.063883379
4173	1.063878434
4174	1.063868054
4175	1.063863616
4176	1.063861129
4177	1.063857685
4178	1.063854334
4179	1.06384814
4180	1.06384404
4181	1.063840551
4182	1.063836956
4183	1.063831763
4184	1.063828394
4185	1.063817472
4186	1.063812509
4187	1.063807976
4188	1.063801297
4189	1.063798955
4190	1.063792101
4191	1.063784234
4192	1.063783671
4193	1.063775782
4194	1.063774707
4195	1.063773077
4196	1.063768811
4197	1.063764686
4198	1.06376157
4199	1.063760955
4200	1.063754023
4201	1.063748093
4202	1.063746716
4203	1.063743212
4204	1.063736925
4205	1.0637253
4206	1.063719191
4207	1.063713935
4208	1.063702999
4209	1.063698621
4210	1.063693714
4211	1.063686234
4212	1.063679073
4213	1.063676024
4214	1.063666446
4215	1.063662424
4216	1.063656547
4217	1.063651322
4218	1.063645256
4219	1.063645025
4220	1.063634562
4221	1.063631474
4222	1.063623903
4223	1.063623518
4224	1.063617609
4225	1.063616249
4226	1.063608346
4227	1.063601461
4228	1.063590034
4229	1.06358586
4230	1.063582673
4231	1.063575623
4232	1.063571398
4233	1.063565615
4234	1.063563509
4235	1.063559859
4236	1.063552102
4237	1.063548271
4238	1.063541771
4239	1.063539584
4240	1.063535696
4241	1.063534741
4242	1.063523736
4243	1.063520654
4244	1.063517185
4245	1.063514505
4246	1.063510333
4247	1.063500091
4248	1.063494591
4249	1.06348762
4250	1.06348092
4251	1.063479473
4252	1.063466782
4253	1.063461686
4254	1.063459154
4255	1.06345897
4256	1.06345631
4257	1.063447101
4258	1.063440381
4259	1.06343387
4260	1.063424384
4261	1.063424223
4262	1.063423897
4263	1.063414997
4264	1.063401649
4265	1.063392966
4266	1.063392632
4267	1.063390068
4268	1.063382799
4269	1.063375685
4270	1.063369343
4271	1.063362928
4272	1.063361369
4273	1.063356106
4274	1.063348187
4275	1.063339086
4276	1.063334285
4277	1.063329062
4278	1.063322339
4279	1.063320764
4280	1.063316105
4281	1.063309992
4282	1.063306567
4283	1.063298857
4284	1.063295015
4285	1.063288957
4286	1.063282556
4287	1.063277958
4288	1.063274698
4289	1.063273972
4290	1.063269549
4291	1.063262616
4292	1.063253737
4293	1.063252681
4294	1.063248551
4295	1.063246357
4296	1.063242204
4297	1.063241661
4298	1.063234347
4299	1.063227943
4300	1.063222713
4301	1.063216198
4302	1.063211396
4303	1.063210981
4304	1.063206116
4305	1.06320294
4306	1.063196283
4307	1.06319467
4308	1.063188304
4309	1.063182878
4310	1.063173622
4311	1.063170713
4312	1.063163674
4313	1.063156634
4314	1.06314682
4315	1.063143699
4316	1.063136515
4317	1.063130806
4318	1.063123365
4319	1.063117474
4320	1.063114469
4321	1.063111752
4322	1.063103589
4323	1.063099858
4324	1.063094354
4325	1.063087373
4326	1.06308146
4327	1.063076092
4328	1.063069879
4329	1.063063409
4330	1.0630604
4331	1.063051703
4332	1.063046071
4333	1.063042252
4334	1.063036488
4335	1.063033753
4336	1.063026412
4337	1.063024165
4338	1.063020116
4339	1.063015364
4340	1.06301258
4341	1.063007741
4342	1.06300363
4343	1.063000877
4344	1.062992691
4345	1.062985557
4346	1.062982725
4347	1.062974549
4348	1.062965745
4349	1.062958861
4350	1.062957185
4351	1.062955239
4352	1.062947668
4353	1.06294158
4354	1.062937858
4355	1.062930966
4356	1.062926385
4357	1.062915677
4358	1.062914875
4359	1.062909569
4360	1.062902872
4361	1.062898401
4362	1.062890555
4363	1.062887432
4364	1.062882284
4365	1.062879893
4366	1.062869014
4367	1.062866823
4368	1.06286064
4369	1.062856525
4370	1.062855027
4371	1.062849753
4372	1.062843063
4373	1.062833999
4374	1.062830695
4375	1.062824736
4376	1.062815395
4377	1.062814886
4378	1.062814299
4379	1.062810987
4380	1.062802153
4381	1.062798366
4382	1.062797001
4383	1.062790957
4384	1.062782862
4385	1.06277288
4386	1.062768799
4387	1.062768164
4388	1.062764758
4389	1.06275384
4390	1.062748607
4391	1.062742007
4392	1.062733881
4393	1.062729651
4394	1.062724287
4395	1.062723181
4396	1.062718022
4397	1.062712029
4398	1.062708354
4399	1.062700906
4400	1.062698797
4401	1.06269521
4402	1.062690956
4403	1.062685862
4404	1.062679113
4405	1.062678846
4406	1.062675167
4407	1.062669663
4408	1.062662327
4409	1.062662079
4410	1.062655859
4411	1.062650771
4412	1.062645117
4413	1.06264156
4414	1.062635077
4415	1.062628249
4416	1.062623794
4417	1.062616267
4418	1.062614392
4419	1.062606237
4420	1.062600403
4421	1.062594942
4422	1.062592212
4423	1.06258427
4424	1.062577147
4425	1.062568959
4426	1.062565209
4427	1.062564953
4428	1.062564587
4429	1.062559579
4430	1.062556709
4431	1.062552401
4432	1.062546737
4433	1.062542168
4434	1.062536816
4435	1.062533203
4436	1.062528856
4437	1.06252102
4438	1.062517756
4439	1.062515456
4440	1.062511419
4441	1.062508028
4442	1.062503935
4443	1.062494914
4444	1.062492981
4445	1.062487809
4446	1.062484749
4447	1.062476003
4448	1.062473288
4449	1.062469229
4450	1.062465873
4451	1.06246401
4452	1.062453242
4453	1.062450748
4454	1.062447427
4455	1.062444206
4456	1.062442238
4457	1.062436698
4458	1.062436352
4459	1.062431018
4460	1.062428998
4461	1.062419636
4462	1.062415918
4463	1.062409227
4464	1.062398128
4465	1.062391992
4466	1.062389566
4467	1.062384922
4468	1.062380538
4469	1.06237822
4470	1.062373979
4471	1.062366494
4472	1.062356595
4473	1.062354923
4474	1.062348679
4475	1.06234147
4476	1.062331918
4477	1.06232711
4478	1.062323152
4479	1.0623142
4480	1.06230936
4481	1.062303852
4482	1.062298189
4483	1.062292953
4484	1.06228841
4485	1.062287404
4486	1.062285255
4487	1.062284521
4488	1.062278357
4489	1.062275821
4490	1.062269233
4491	1.062261328
4492	1.06225506
4493	1.06224658
4494	1.062246159
4495	1.062241815
4496	1.062232974
4497	1.06223107
4498	1.06222581
4499	1.062221482
4500	1.062220866
4501	1.062218033
4502	1.06221423
4503	1.062209626
4504	1.06220499
4505	1.062197495
4506	1.062196994
4507	1.062195993
4508	1.062188875
4509	1.062183083
4510	1.06217612
4511	1.06217231
4512	1.062166649
4513	1.062160779
4514	1.062160187
4515	1.062156936
4516	1.062153606
4517	1.062146772
4518	1.062144477
4519	1.062138127
4520	1.062136563
4521	1.062133898
4522	1.062133376
4523	1.062128024
4524	1.062122789
4525	1.062113177
4526	1.06210799
4527	1.062102394
4528	1.062097845
4529	1.062094883
4530	1.062092604
4531	1.062086052
4532	1.062075684
4533	1.062074865
4534	1.062068513
4535	1.062066222
4536	1.062059933
4537	1.062059144
4538	1.062051133
4539	1.062048151
4540	1.062038046
4541	1.062037847
4542	1.062030194
4543	1.062023566
4544	1.062021427
4545	1.06201338
4546	1.062011575
4547	1.062007991
4548	1.062005614
4549	1.062003293
4550	1.062000036
4551	1.061995368
4552	1.061989954
4553	1.06198215
4554	1.061977344
4555	1.061972494
4556	1.06196867
4557	1.06196716
4558	1.06196651
4559	1.061961574
4560	1.061951774
4561	1.061944074
4562	1.061943949
4563	1.061936562
4564	1.061934218
4565	1.061930736
4566	1.061930498
4567	1.061922699
4568	1.061917583
4569	1.061915456
4570	1.061907952
4571	1.061905847
4572	1.061899198
4573	1.061896037
4574	1.06189168
4575	1.061881838
4576	1.061873726
4577	1.06186915
4578	1.061863037
4579	1.061854653
4580	1.061853991
4581	1.061848751
4582	1.061838365
4583	1.061834588
4584	1.061833746
4585	1.061828203
4586	1.061818811
4587	1.06181691
4588	1.061816243
4589	1.061812173
4590	1.061810014
4591	1.061800243
4592	1.061794714
4593	1.061789652
4594	1.06178745
4595	1.061786212
4596	1.061779904
4597	1.061767902
4598	1.061767423
4599	1.061764562
4600	1.061760757
4601	1.061755647
4602	1.061752254
4603	1.061744409
4604	1.061740104
4605	1.061738008
4606	1.061735466
4607	1.061728749
4608	1.061722572
4609	1.061718186
4610	1.061716234
