iter	MultiClass
322	1.099636788
323	1.099600531
324	1.099560069
325	1.099534606
326	1.099494482
327	1.099460865
328	1.099442937
329	1.099409685
330	1.099373912
331	1.099357673
332	1.099333616
333	1.099311087
334	1.099285618
335	1.099241199
336	1.099216641
337	1.099201872
338	1.099165655
339	1.099137454
340	1.09910926
341	1.099077067
342	1.099035867
343	1.099010515
344	1.098981697
345	1.098955851
346	1.098921801
347	1.098887093
348	1.098858946
349	1.09883155
350	1.098795636
351	1.098756909
352	1.098729933
353	1.098702226
354	1.098673687
355	1.09864806
356	1.098619482
357	1.098596814
358	1.098567482
359	1.098537495
360	1.098496428
361	1.09847347
362	1.09844331
363	1.098414753
364	1.098376592
365	1.098342642
366	1.098325464
367	1.098305291
368	1.098270446
369	1.098237067
370	1.098209578
371	1.098190523
372	1.098163155
373	1.098142541
374	1.098103032
375	1.098079081
376	1.098059691
377	1.098034198
378	1.097988227
379	1.097948825
380	1.097918077
381	1.097881101
382	1.097850686
383	1.097825789
384	1.097791506
385	1.097753577
386	1.097725821
387	1.097711838
388	1.097661394
389	1.097632805
390	1.097604044
391	1.097582033
392	1.097553948
393	1.09752736
394	1.097504947
395	1.097474863
396	1.097442474
397	1.097414405
398	1.097397333
399	1.097366227
400	1.097340323
401	1.097306231
402	1.09727752
403	1.097249787
404	1.097211119
405	1.097183552
406	1.097155449
407	1.097129062
408	1.097112928
409	1.09708591
410	1.09706265
411	1.097032239
412	1.097007303
413	1.096975139
414	1.096940635
415	1.096920354
416	1.096896919
417	1.096879308
418	1.09684781
419	1.09680755
420	1.096781304
421	1.09675235
422	1.096725316
423	1.096693296
424	1.096661093
425	1.09662339
426	1.096600917
427	1.096574625
428	1.096545079
429	1.096522437
430	1.096492426
431	1.096464691
432	1.096444525
433	1.096423567
434	1.096399914
435	1.09637214
436	1.096342988
437	1.096323252
438	1.09628903
439	1.096253953
440	1.096224586
441	1.096198798
442	1.096159538
443	1.096138951
444	1.096106486
445	1.096072272
446	1.096037762
447	1.096011957
448	1.095989037
449	1.095972997
450	1.09595016
451	1.095920725
452	1.095896978
453	1.095859471
454	1.095833319
455	1.09579346
456	1.095762572
457	1.095732813
458	1.095697835
459	1.095669167
460	1.095643648
461	1.095622267
462	1.095584839
463	1.095558704
464	1.095528623
465	1.095509188
466	1.095467211
467	1.095441587
468	1.095417327
469	1.095397907
470	1.095370757
471	1.095355435
472	1.095324963
473	1.095300642
474	1.095289403
475	1.095265196
476	1.09522525
477	1.095191827
478	1.095161118
479	1.095141352
480	1.095116638
481	1.095092185
482	1.095058199
483	1.095030801
484	1.095002381
485	1.094968507
486	1.094947071
487	1.094930492
488	1.094906743
489	1.094879049
490	1.094855838
491	1.094834756
492	1.094807185
493	1.094783364
494	1.094756363
495	1.094721017
496	1.094700492
497	1.094676042
498	1.094652582
499	1.094632062
500	1.094600027
501	1.094576183
502	1.094540976
503	1.09452381
504	1.094505262
505	1.094490303
506	1.094470521
507	1.09444727
508	1.094426843
509	1.09439601
510	1.094367018
511	1.094340229
512	1.094307016
513	1.094277628
514	1.094256568
515	1.094222726
516	1.094207225
517	1.094170829
518	1.09414245
519	1.094121603
520	1.094093806
521	1.094073817
522	1.094046771
523	1.094019409
524	1.093992747
525	1.093967332
526	1.093937099
527	1.093915631
528	1.09388717
529	1.093866313
530	1.093841616
531	1.093828087
532	1.093797007
533	1.093771296
534	1.093755094
535	1.093723369
536	1.093691446
537	1.093662069
538	1.093638702
539	1.093609914
540	1.093585928
541	1.093561046
542	1.093538145
543	1.093515419
544	1.093490208
545	1.093462134
546	1.093436068
547	1.09341384
548	1.093396138
549	1.093369977
550	1.09334753
551	1.093314969
552	1.093288498
553	1.093260187
554	1.093233486
555	1.093206278
556	1.093176752
557	1.093149813
558	1.093123901
559	1.093100986
560	1.093079804
561	1.093062224
562	1.093040222
563	1.093015044
564	1.092997556
565	1.092969968
566	1.092944984
567	1.092912283
568	1.092893195
569	1.092874458
570	1.092844054
571	1.092818788
572	1.092788834
573	1.092769794
574	1.09275667
575	1.092739827
576	1.092711346
577	1.092680146
578	1.092659843
579	1.092633323
580	1.092613721
581	1.092582103
582	1.092561975
583	1.092533292
584	1.092508219
585	1.092486123
586	1.09245836
587	1.092429423
588	1.092402439
589	1.092376594
590	1.092353024
591	1.092327124
592	1.092310775
593	1.092281581
594	1.092252937
595	1.092232868
596	1.092211183
597	1.092188515
598	1.0921706
599	1.092154218
600	1.092127226
601	1.092110186
602	1.092087924
603	1.092063725
604	1.09204558
605	1.092021098
606	1.092000879
607	1.091977071
608	1.091953353
609	1.091920845
610	1.09189413
611	1.091869892
612	1.091849665
613	1.091834624
614	1.091809806
615	1.091789972
616	1.091768925
617	1.091744241
618	1.091715853
619	1.091684754
620	1.091655996
621	1.091635167
622	1.09160521
623	1.091584724
624	1.091560596
625	1.091541702
626	1.091512248
627	1.091485012
628	1.091463992
629	1.09144891
630	1.091419866
631	1.091399519
632	1.091385548
633	1.091363641
634	1.091339377
635	1.091324342
636	1.091303141
637	1.09128071
638	1.09126705
639	1.091251174
640	1.091231914
641	1.091209904
642	1.091195944
643	1.091172228
644	1.091153664
645	1.091131262
646	1.091109734
647	1.091084681
648	1.091066723
649	1.091047642
650	1.091036382
651	1.091015285
652	1.090989218
653	1.090977763
654	1.090953877
655	1.090936408
656	1.090914904
657	1.090891135
658	1.090883086
659	1.09087207
660	1.09085076
661	1.09082933
662	1.090814124
663	1.090794614
664	1.090770893
665	1.090751347
666	1.090731962
667	1.090709295
668	1.09069775
669	1.090677865
670	1.090659475
671	1.090632038
672	1.090616248
673	1.090591527
674	1.090572254
675	1.090554248
676	1.09054189
677	1.090515791
678	1.090495123
679	1.090470934
680	1.090445115
681	1.090426578
682	1.090409169
683	1.090396854
684	1.090375752
685	1.090361556
686	1.090349491
687	1.090329188
688	1.090312788
689	1.090301202
690	1.090270923
691	1.090240997
692	1.090224806
693	1.090203502
694	1.090198688
695	1.090179691
696	1.090160038
697	1.090142352
698	1.090124732
699	1.090104405
700	1.090079628
701	1.09006659
702	1.090045679
703	1.090034509
704	1.090017995
705	1.089988426
706	1.089968179
707	1.08994495
708	1.089928013
709	1.089907123
710	1.089892417
711	1.089872232
712	1.08985695
713	1.089845997
714	1.089822679
715	1.089810345
716	1.089788293
717	1.089765902
718	1.089739869
719	1.089723678
720	1.089706608
721	1.089696665
722	1.089670159
723	1.089646098
724	1.089627535
725	1.089606442
726	1.089592958
727	1.089568522
728	1.089554147
729	1.08953491
730	1.089512155
731	1.089499272
732	1.08947903
733	1.089463005
734	1.089439795
735	1.089416377
736	1.089407494
737	1.089398062
738	1.089378708
739	1.089365658
740	1.089352148
741	1.089342626
742	1.089325788
743	1.089302502
744	1.089284022
745	1.089265658
746	1.089246719
747	1.08923401
748	1.089222124
749	1.089207363
750	1.089192316
751	1.089177019
752	1.089158118
753	1.089149195
754	1.089131751
755	1.089111205
756	1.089090977
757	1.089070187
758	1.08905798
759	1.08903988
760	1.089027741
761	1.088999745
762	1.088987886
763	1.088967843
764	1.08895488
765	1.088939039
766	1.088924986
767	1.088908327
768	1.088888719
769	1.088863251
770	1.088843338
771	1.088831197
772	1.088817886
773	1.088799962
774	1.088780651
775	1.088766197
776	1.088751663
777	1.088733801
778	1.088725457
779	1.088706022
780	1.08869733
781	1.088669538
782	1.088653524
783	1.088639581
784	1.088623033
785	1.08860622
786	1.088594563
787	1.088586474
788	1.088574708
789	1.088562215
790	1.088547222
791	1.088529577
792	1.088518825
793	1.088502941
794	1.088488285
795	1.088467652
796	1.088456284
797	1.088438206
798	1.088418067
799	1.088392838
800	1.088382608
801	1.0883654
802	1.088352165
803	1.088342831
804	1.088329932
805	1.088317798
806	1.088300663
807	1.088283368
808	1.088262949
809	1.088251826
810	1.088237915
811	1.088223808
812	1.088198462
813	1.088183567
814	1.088173426
815	1.088161649
816	1.088154599
817	1.088140227
818	1.088126172
819	1.0881137
820	1.088093592
821	1.088081335
822	1.08806611
823	1.088056865
824	1.088044549
825	1.088031881
826	1.088015009
827	1.088001335
828	1.087988594
829	1.087964443
830	1.087944933
831	1.087934561
832	1.087925434
833	1.087917358
834	1.087906909
835	1.087898504
836	1.087877152
837	1.087871123
838	1.087855881
839	1.087844305
840	1.087835986
841	1.087824724
842	1.087809167
843	1.087797558
844	1.087784542
845	1.087775263
846	1.08775878
847	1.087741337
848	1.087725818
849	1.087714319
850	1.087695149
851	1.087682937
852	1.087666072
853	1.087647547
854	1.087628043
855	1.087617688
856	1.08760275
857	1.087582499
858	1.087569657
859	1.087549539
860	1.087536419
861	1.087530491
862	1.087518522
863	1.087501995
864	1.087486739
865	1.08747421
866	1.08745192
867	1.087436935
868	1.087424845
869	1.087410254
870	1.087400502
871	1.087383008
872	1.087375284
873	1.087365654
874	1.087353553
875	1.08734184
876	1.087328504
877	1.087312969
878	1.087297798
879	1.087282324
880	1.087259972
881	1.087246472
882	1.087230487
883	1.087216484
884	1.087202996
885	1.087182875
886	1.087156117
887	1.087137841
888	1.087126077
889	1.087117387
890	1.087101851
891	1.087087454
892	1.087074458
893	1.087062371
894	1.087046053
895	1.087035799
896	1.087021328
897	1.087006973
898	1.086992566
899	1.086976896
900	1.08696118
901	1.086951755
902	1.086942025
903	1.086928929
904	1.086911424
905	1.086895999
906	1.086880101
907	1.086866783
908	1.086840697
909	1.086826678
910	1.086810611
911	1.086803412
912	1.086792315
913	1.086776656
914	1.086755652
915	1.086741475
916	1.086725512
917	1.086704436
918	1.086693189
919	1.086676146
920	1.086658268
921	1.086645877
922	1.086633197
923	1.086612625
924	1.08660067
925	1.086588864
926	1.086575326
927	1.086565097
928	1.086557783
929	1.086546942
930	1.08653578
931	1.086522649
932	1.08651355
933	1.086505638
934	1.086496675
935	1.086481658
936	1.086463918
937	1.086457575
938	1.086439138
939	1.086427205
940	1.086408743
941	1.086394926
942	1.086375887
943	1.086355911
944	1.086345089
945	1.086334048
946	1.086317723
947	1.086303076
948	1.086283685
949	1.086270731
950	1.086255678
951	1.086240225
952	1.086230894
953	1.086215845
954	1.086202282
955	1.086186819
956	1.086178225
957	1.086165501
958	1.086152746
959	1.086144775
960	1.086128716
961	1.086121956
962	1.08609866
963	1.086088278
964	1.086071418
965	1.086058955
966	1.086039381
967	1.086022381
968	1.086008331
969	1.085984002
970	1.085974497
971	1.085958043
972	1.085936798
973	1.085919836
974	1.085904687
975	1.08588748
976	1.085880197
977	1.085868536
978	1.085857804
979	1.085848991
980	1.085833572
981	1.085820416
982	1.085813231
983	1.085797705
984	1.085783074
985	1.085773515
986	1.085762774
987	1.085741211
988	1.085729706
989	1.085707489
990	1.085692517
991	1.085666901
992	1.085654614
993	1.085641953
994	1.085626615
995	1.085620307
996	1.08561007
997	1.085597444
998	1.085589642
999	1.08558084
1000	1.085574423
1001	1.085556552
1002	1.085546405
1003	1.085535559
1004	1.085518848
1005	1.085503497
1006	1.085495901
1007	1.085484666
1008	1.085475296
1009	1.085462363
1010	1.085453459
1011	1.085443802
1012	1.085435569
1013	1.085422557
1014	1.085410605
1015	1.085401389
1016	1.085386494
1017	1.085371293
1018	1.085359977
1019	1.08534422
1020	1.085331518
1021	1.085317731
1022	1.085310308
1023	1.085303022
1024	1.085301875
1025	1.085295219
1026	1.085286358
1027	1.085274688
1028	1.085264948
1029	1.08525594
1030	1.085245934
1031	1.08523894
1032	1.08523055
1033	1.085226158
1034	1.08521917
1035	1.085213786
1036	1.085195665
1037	1.085183835
1038	1.085167522
1039	1.085155004
1040	1.085137703
1041	1.085131626
1042	1.085117198
1043	1.085096608
1044	1.08508434
1045	1.085069708
1046	1.085060991
1047	1.085053425
1048	1.085036653
1049	1.085021625
1050	1.085005883
1051	1.084992033
1052	1.084982726
1053	1.08496414
1054	1.084947449
1055	1.084937397
1056	1.084924542
1057	1.084916339
1058	1.08490371
1059	1.084891902
1060	1.0848787
1061	1.084861234
1062	1.084847362
1063	1.084838234
1064	1.084830136
1065	1.084821339
1066	1.08480178
1067	1.084790078
1068	1.084772461
1069	1.084756553
1070	1.084745909
1071	1.084739417
1072	1.084729399
1073	1.084715116
1074	1.084704503
1075	1.084693309
1076	1.084679345
1077	1.08466596
1078	1.084652488
1079	1.08463659
1080	1.084620551
1081	1.084614695
1082	1.084607863
1083	1.084601084
1084	1.084590331
1085	1.084574654
1086	1.084563907
1087	1.084559766
1088	1.084542616
1089	1.084519213
1090	1.084509197
1091	1.084494593
1092	1.084485684
1093	1.084469796
1094	1.084462299
1095	1.08444959
1096	1.084436919
1097	1.08441938
1098	1.084412624
1099	1.084406624
1100	1.084390235
1101	1.084381236
1102	1.08436622
1103	1.084352727
1104	1.084344852
1105	1.084330746
1106	1.084315976
1107	1.084304305
1108	1.08429024
1109	1.08428051
1110	1.084269314
1111	1.084261735
1112	1.084251664
1113	1.084241472
1114	1.084230165
1115	1.084215396
1116	1.084205392
1117	1.084191161
1118	1.084181092
1119	1.084165901
1120	1.084156511
1121	1.084150962
1122	1.084134043
1123	1.084129507
1124	1.084118891
1125	1.084109268
1126	1.084103314
1127	1.084092437
1128	1.084081394
1129	1.084067184
1130	1.084060755
1131	1.084049271
1132	1.084038575
1133	1.08402529
1134	1.084015908
1135	1.084001971
1136	1.083994892
1137	1.083979276
1138	1.083968885
1139	1.083958203
1140	1.083947867
1141	1.08393817
1142	1.083929201
1143	1.083918567
1144	1.083909277
1145	1.08390229
1146	1.083894692
1147	1.083881383
1148	1.083869261
1149	1.083863917
1150	1.083850368
1151	1.083832
1152	1.083824403
1153	1.08381134
1154	1.083792439
1155	1.083770891
1156	1.083756497
1157	1.083744158
1158	1.083734467
1159	1.083724292
1160	1.08371302
1161	1.083703482
1162	1.083682544
1163	1.083667048
1164	1.083652936
1165	1.083641764
1166	1.083632843
1167	1.083623768
1168	1.083616091
1169	1.083600373
1170	1.083593996
1171	1.08358734
1172	1.083570806
1173	1.083558131
1174	1.083551009
1175	1.083538765
1176	1.083531014
1177	1.083520202
1178	1.083511604
1179	1.08350094
1180	1.083486786
1181	1.083472433
1182	1.08346577
1183	1.083449094
1184	1.083439675
1185	1.083428153
1186	1.083417785
1187	1.083407288
1188	1.083391537
1189	1.083378957
1190	1.083371691
1191	1.083351457
1192	1.083337246
1193	1.083331401
1194	1.083317406
1195	1.08330656
1196	1.083291819
1197	1.083284571
1198	1.083277949
1199	1.083271902
1200	1.083262532
1201	1.08325311
1202	1.083237202
1203	1.083232931
1204	1.083221136
1205	1.083204385
1206	1.083193453
1207	1.083176007
1208	1.083159664
1209	1.08315121
1210	1.083139342
1211	1.083125446
1212	1.083117121
1213	1.083108927
1214	1.083099161
1215	1.08309247
1216	1.083083561
1217	1.083071681
1218	1.083060112
1219	1.083043896
1220	1.083032568
1221	1.083028563
1222	1.083016052
1223	1.083001922
1224	1.082994292
1225	1.082988298
1226	1.082981147
1227	1.08297326
1228	1.082964436
1229	1.0829568
1230	1.082948269
1231	1.082938094
1232	1.082926172
1233	1.082920281
1234	1.082908547
1235	1.082896937
1236	1.082889533
1237	1.082869888
1238	1.082857639
1239	1.082846682
1240	1.082834604
1241	1.082826663
1242	1.082817067
1243	1.082808685
1244	1.082803972
1245	1.082784957
1246	1.082775358
1247	1.082767026
1248	1.082755344
1249	1.082740222
1250	1.082725896
1251	1.082713648
1252	1.082705122
1253	1.082695594
1254	1.082686205
1255	1.082677969
1256	1.082662317
1257	1.082646978
1258	1.082638308
1259	1.082630064
1260	1.082617718
1261	1.082597012
1262	1.082582063
1263	1.082569483
1264	1.082547864
1265	1.082538212
1266	1.082534369
1267	1.082525991
1268	1.082523061
1269	1.082509353
1270	1.082500721
1271	1.082487402
1272	1.082479247
1273	1.082472245
1274	1.082457961
1275	1.082446297
1276	1.082437367
1277	1.082428433
1278	1.082417939
1279	1.082409005
1280	1.082401965
1281	1.082387762
1282	1.082378438
1283	1.082378122
1284	1.082371271
1285	1.082357672
1286	1.08234821
1287	1.082336286
1288	1.082333534
1289	1.082321655
1290	1.082304498
1291	1.082295479
1292	1.082280655
1293	1.082270546
1294	1.082253301
1295	1.082241926
1296	1.082235298
1297	1.082230362
1298	1.082215299
1299	1.082212846
1300	1.082200647
1301	1.082187748
1302	1.08217375
1303	1.082164096
1304	1.082154831
1305	1.082147487
1306	1.082136137
1307	1.082124811
1308	1.082109072
1309	1.082103115
1310	1.082095829
1311	1.082089889
1312	1.082081851
1313	1.082074396
1314	1.082062776
1315	1.082052183
1316	1.082039161
1317	1.082030121
1318	1.082024093
1319	1.082013116
1320	1.082002464
1321	1.0819909
1322	1.08198403
1323	1.081976077
1324	1.081973954
1325	1.081947233
1326	1.081934467
1327	1.08192641
1328	1.081918774
1329	1.081908128
1330	1.081894583
1331	1.081879332
1332	1.081865017
1333	1.081847147
1334	1.081834466
1335	1.081832029
1336	1.081819979
1337	1.081805976
1338	1.081796779
1339	1.081790539
1340	1.081782583
1341	1.081776006
1342	1.081765644
1343	1.081760901
1344	1.081753668
1345	1.081744359
1346	1.081732906
1347	1.081718481
1348	1.081710257
1349	1.081704099
1350	1.081697441
1351	1.081681936
1352	1.081668553
1353	1.081660907
1354	1.081656109
1355	1.081648243
1356	1.081633841
1357	1.081625857
1358	1.081617619
1359	1.081604594
1360	1.081595787
1361	1.081581855
1362	1.081573578
1363	1.081557884
1364	1.08154729
1365	1.081540671
1366	1.081525379
1367	1.081513859
1368	1.08149867
1369	1.081493909
1370	1.08148062
1371	1.081464329
1372	1.081460637
1373	1.081441714
1374	1.081428625
1375	1.081422325
1376	1.081408878
1377	1.081398288
1378	1.081388995
1379	1.08138215
1380	1.081370508
1381	1.081363614
1382	1.081357023
1383	1.081350433
1384	1.081339445
1385	1.081329469
1386	1.081320704
1387	1.081308109
1388	1.081304329
1389	1.081293001
1390	1.081285895
1391	1.081274228
1392	1.08126869
1393	1.081260522
1394	1.081248536
1395	1.081240308
1396	1.081233375
1397	1.081229988
1398	1.081215329
1399	1.081207458
1400	1.081199891
1401	1.081184657
1402	1.081171623
1403	1.081159537
1404	1.081154034
1405	1.081146973
1406	1.081136107
1407	1.081120545
1408	1.081111485
1409	1.081101348
1410	1.081095554
1411	1.081089249
1412	1.081085833
1413	1.081070601
1414	1.081063
1415	1.081051832
1416	1.081042271
1417	1.081034116
1418	1.081026236
1419	1.081013916
1420	1.081003214
1421	1.080987255
1422	1.080980144
1423	1.080965693
1424	1.080959473
1425	1.080952005
1426	1.080945124
1427	1.080933026
1428	1.080918837
1429	1.080909176
1430	1.080898509
1431	1.080886531
1432	1.080872713
1433	1.080861989
1434	1.080856375
1435	1.080847818
1436	1.080839769
1437	1.080833529
1438	1.080826665
1439	1.080816816
1440	1.080811628
1441	1.080803235
1442	1.080793204
1443	1.080785402
1444	1.080767244
1445	1.080760088
1446	1.080750614
1447	1.080741904
1448	1.080727015
1449	1.080716162
1450	1.080705023
1451	1.080692116
1452	1.080685097
1453	1.080674951
1454	1.080660081
1455	1.080652664
1456	1.080646508
1457	1.080640901
1458	1.080634972
1459	1.080629146
1460	1.080628814
1461	1.080620066
1462	1.080611458
1463	1.080601442
1464	1.080593462
1465	1.080584585
1466	1.080575128
1467	1.080571028
1468	1.080564382
1469	1.080555753
1470	1.080547198
1471	1.080537401
1472	1.080528378
1473	1.080519377
1474	1.08051879
1475	1.080509454
1476	1.080499987
1477	1.080490829
1478	1.080485296
1479	1.080474947
1480	1.080469437
1481	1.080454749
1482	1.08044515
1483	1.080439737
1484	1.080429181
1485	1.080424049
1486	1.080414107
1487	1.080407141
1488	1.080399007
1489	1.080391318
1490	1.080385601
1491	1.080382588
1492	1.080375395
1493	1.080363016
1494	1.080346981
1495	1.080336866
1496	1.080322437
1497	1.080314652
1498	1.080304746
1499	1.080288467
1500	1.08027807
1501	1.080271511
1502	1.080260831
1503	1.080246372
1504	1.080239086
1505	1.080231614
1506	1.080225017
1507	1.080215976
1508	1.080210399
1509	1.080208297
1510	1.08020387
1511	1.080195053
1512	1.080184775
1513	1.08017614
1514	1.080165278
1515	1.08015842
1516	1.080149852
1517	1.080141906
1518	1.08013293
1519	1.080118143
1520	1.08011277
1521	1.080099515
1522	1.080091975
1523	1.080086248
1524	1.080078207
1525	1.080071551
1526	1.08005829
1527	1.080040303
1528	1.080037556
1529	1.080024483
1530	1.0800185
1531	1.080011369
1532	1.080001805
1533	1.079995884
1534	1.079992368
1535	1.07998764
1536	1.079973872
1537	1.079961651
1538	1.079955812
1539	1.079944554
1540	1.079936457
1541	1.079922726
1542	1.079919098
1543	1.079908875
1544	1.079900417
1545	1.079889359
1546	1.07988367
1547	1.079882953
1548	1.07987518
1549	1.079867951
1550	1.079864562
1551	1.079856465
1552	1.079846072
1553	1.079837619
1554	1.079830179
1555	1.079825719
1556	1.079820223
1557	1.079812279
1558	1.079806015
1559	1.079800583
1560	1.079792867
1561	1.079778164
1562	1.079773119
1563	1.079763483
1564	1.079756204
1565	1.079744868
1566	1.079743299
1567	1.079735471
1568	1.07972617
1569	1.079713289
1570	1.079707697
1571	1.07969691
1572	1.079685669
1573	1.079679211
1574	1.079671193
1575	1.079665921
1576	1.079653342
1577	1.079647166
1578	1.079641081
1579	1.079635083
1580	1.07962453
1581	1.079615257
1582	1.079604755
1583	1.079596025
1584	1.07958498
1585	1.079579587
1586	1.079573025
1587	1.079566991
1588	1.079561644
1589	1.079550212
1590	1.079545842
1591	1.079540512
1592	1.079532085
1593	1.079524329
1594	1.079514875
1595	1.079507706
1596	1.07950014
1597	1.079489287
1598	1.079481459
1599	1.079476927
1600	1.079469541
1601	1.079458591
1602	1.079449741
1603	1.07944159
1604	1.07943502
1605	1.079423175
1606	1.079419968
1607	1.079412439
1608	1.07940035
1609	1.07939758
1610	1.079387835
1611	1.079380588
1612	1.079370434
1613	1.079360638
1614	1.079353776
1615	1.079345599
1616	1.079338495
1617	1.079330603
1618	1.079322968
1619	1.079316523
1620	1.079312864
1621	1.079300197
1622	1.07929318
1623	1.079287579
1624	1.079278351
1625	1.079271533
1626	1.079261717
1627	1.079255464
1628	1.079243467
1629	1.079234636
1630	1.079226392
1631	1.07921463
1632	1.079204371
1633	1.079192718
1634	1.079182688
1635	1.079177507
1636	1.079169626
1637	1.079162461
1638	1.079153134
1639	1.079146263
1640	1.079145916
1641	1.079141498
1642	1.079136843
1643	1.079135583
1644	1.079129583
1645	1.079128714
1646	1.07911929
1647	1.079118566
1648	1.079114572
1649	1.079108714
1650	1.079099445
1651	1.079095301
1652	1.07908612
1653	1.079077566
1654	1.079070221
1655	1.079059553
1656	1.079048771
1657	1.079035034
1658	1.079026568
1659	1.079019591
1660	1.079010066
1661	1.07900411
1662	1.07899675
1663	1.078991312
